64.984163 40.062560 0.400000
64.937323 42.074427 0.400000
64.681571 44.039553 0.400000
64.321577 45.947198 0.400000
63.753202 47.796992 0.400000
63.046808 49.682891 0.400000
62.264701 51.449732 0.400000
61.224744 53.119232 0.400000
60.219819 54.813271 0.400000
58.986694 56.297818 0.400000
57.586328 57.752976 0.400000
56.139376 59.027091 0.400000
54.648376 60.253907 0.400000
52.952574 61.376215 0.400000
51.264263 62.262219 0.400000
49.489303 63.127534 0.400000
47.637907 63.732556 0.400000
45.744556 64.352184 0.400000
43.801245 64.697334 0.400000
41.885516 64.947637 0.400000
39.902671 65.033452 0.400000
37.920745 64.940317 0.400000
35.987959 64.666628 0.400000
34.074824 64.267481 0.400000
32.154988 63.746826 0.400000
30.335381 63.019978 0.400000
28.596547 62.214217 0.400000
26.845333 61.272184 0.400000
25.211123 60.163634 0.400000
23.693329 58.931872 0.400000
22.244687 57.560571 0.400000
20.931083 56.151689 0.400000
19.726408 54.663796 0.400000
18.680580 52.980386 0.400000
17.683404 51.274880 0.400000
16.875463 49.477315 0.400000
16.269122 47.616430 0.400000
15.668530 45.777106 0.400000
15.301407 43.815955 0.400000
15.013814 41.887501 0.400000
15.040989 39.889922 0.400000
15.056942 37.889243 0.400000
15.325851 36.013551 0.400000
15.735676 34.102748 0.400000
16.241503 32.155350 0.400000
16.917775 30.344287 0.400000
17.744231 28.568909 0.400000
18.752158 26.832039 0.400000
19.850200 25.198220 0.400000
21.046762 23.681015 0.400000
22.398878 22.240576 0.400000
23.849363 20.962285 0.400000
25.378798 19.711484 0.400000
27.013481 18.661686 0.400000
28.716416 17.683900 0.400000
30.547617 16.830489 0.400000
32.397319 16.196925 0.400000
34.258471 15.693639 0.400000
36.162193 15.328125 0.400000
38.132438 15.074329 0.400000
40.118133 14.981435 0.400000
42.069141 15.069194 0.400000
43.975762 15.325611 0.400000
45.931675 15.715723 0.400000
47.868767 16.261199 0.400000
49.655896 16.918817 0.400000
51.422553 17.753890 0.400000
53.139343 18.697017 0.400000
54.792372 19.790495 0.400000
56.334779 21.005828 0.400000
57.734358 22.357661 0.400000
59.033117 23.776381 0.400000
60.305366 25.378615 0.400000
61.358021 27.021580 0.400000
62.335563 28.694610 0.400000
63.130047 30.511266 0.400000
63.749394 32.370029 0.400000
64.313074 34.269169 0.400000
64.694305 36.198052 0.400000
64.932041 38.152456 0.400000


65.016277 40.171693 0.400000
64.972817 42.135605 0.400000
64.686061 44.127768 0.400000
64.279727 46.060584 0.400000
63.677032 47.897502 0.400000
63.042855 49.759081 0.400000
62.275965 51.527780 0.400000
61.154139 53.165665 0.400000
60.174846 54.862998 0.400000
58.922408 56.372994 0.400000
57.540250 57.853088 0.400000
56.066683 59.094987 0.400000
54.582605 60.302757 0.400000
52.860118 61.459191 0.400000
51.209234 62.350218 0.400000
49.353553 63.162473 0.400000
47.515205 63.737933 0.400000
45.661790 64.348828 0.400000
43.674481 64.672595 0.400000
41.792381 64.961581 0.400000
39.865008 65.074567 0.400000
37.834313 64.964066 0.400000
35.911160 64.626030 0.400000
33.937893 64.278183 0.400000
32.035504 63.742822 0.400000
30.238876 63.017804 0.400000
28.503898 62.123255 0.400000
26.791532 61.192115 0.400000
25.140328 60.136701 0.400000
23.649010 58.929572 0.400000
22.179121 57.459497 0.400000
20.798305 56.071584 0.400000
19.703765 54.556275 0.400000
18.611762 52.916318 0.400000
17.652840 51.161727 0.400000
16.837074 49.369747 0.400000
16.280855 47.546294 0.400000
15.680314 45.682808 0.400000
15.267594 43.669416 0.400000
15.033149 41.804699 0.400000
15.037359 39.862864 0.400000
15.072401 37.798398 0.400000
15.366283 35.988977 0.400000
15.800230 34.010151 0.400000
16.289599 32.100938 0.400000
16.936961 30.301822 0.400000
17.780770 28.488478 0.400000
18.840151 26.806475 0.400000
19.890714 25.084506 0.400000
21.110260 23.662670 0.400000
22.458771 22.232590 0.400000
23.875797 20.929699 0.400000
25.429808 19.650053 0.400000
27.072930 18.597032 0.400000
28.828950 17.626616 0.400000
30.674501 16.821572 0.400000
32.451159 16.184794 0.400000
34.346900 15.651992 0.400000
36.275167 15.302861 0.400000
38.189567 15.046691 0.400000
40.216000 14.983087 0.400000
42.139992 15.061676 0.400000
44.082724 15.308597 0.400000
46.005080 15.755654 0.400000
47.994353 16.317015 0.400000
49.748347 16.960157 0.400000
51.531815 17.798248 0.400000
53.205817 18.728709 0.400000
54.893218 19.845291 0.400000
56.346648 21.070796 0.400000
57.819598 22.413373 0.400000
59.069318 23.834518 0.400000
60.345789 25.464120 0.400000
61.449164 27.126696 0.400000
62.364283 28.818518 0.400000
63.168990 30.596179 0.400000
63.793625 32.434765 0.400000
64.372068 34.338796 0.400000
64.739275 36.343144 0.400000
64.973547 38.251210 0.400000


64.995073 40.277585 0.400000
64.942482 42.222142 0.400000
64.668926 44.271683 0.400000
64.259796 46.177688 0.400000
63.673441 47.966172 0.400000
62.994435 49.852151 0.400000
62.258210 51.634866 0.400000
61.111304 53.213956 0.400000
60.144252 54.964722 0.400000
58.867207 56.442788 0.400000
57.514914 57.930223 0.400000
56.003397 59.156424 0.400000
54.538424 60.370195 0.400000
52.752071 61.501614 0.400000
51.111463 62.386842 0.400000
49.307709 63.186385 0.400000
47.361898 63.739666 0.400000
45.532919 64.297415 0.400000
43.609276 64.723258 0.400000
41.734451 64.908892 0.400000
39.732644 65.032567 0.400000
37.724942 64.879785 0.400000
35.784827 64.600851 0.400000
33.841543 64.235274 0.400000
31.909810 63.795227 0.400000
30.151654 62.968689 0.400000
28.407561 62.077265 0.400000
26.715114 61.190138 0.400000
25.040316 60.078944 0.400000
23.576199 58.849746 0.400000
22.045074 57.404320 0.400000
20.724911 55.990374 0.400000
19.697159 54.490614 0.400000
18.519095 52.880097 0.400000
17.596209 51.063335 0.400000
16.841138 49.275611 0.400000
16.272380 47.400448 0.400000
15.650188 45.594919 0.400000
15.258372 43.587078 0.400000
15.005602 41.688615 0.400000
15.023464 39.700384 0.400000
15.067173 37.681145 0.400000
15.372703 35.914446 0.400000
15.843823 33.897869 0.400000
16.326216 31.969155 0.400000
16.970978 30.201947 0.400000
17.831751 28.416208 0.400000
18.889825 26.729688 0.400000
19.947556 25.020035 0.400000
21.196452 23.649596 0.400000
22.527292 22.170737 0.400000
24.002974 20.888342 0.400000
25.530735 19.599209 0.400000
27.165098 18.540843 0.400000
28.901291 17.629776 0.400000
30.780245 16.770182 0.400000
32.586925 16.116983 0.400000
34.460847 15.617959 0.400000
36.375120 15.251198 0.400000
38.311041 15.061372 0.400000
40.322571 14.983266 0.400000
42.252942 15.092281 0.400000
44.181624 15.305301 0.400000
46.095020 15.822372 0.400000
48.099616 16.384933 0.400000
49.825754 17.007242 0.400000
51.611662 17.768373 0.400000
53.269082 18.759941 0.400000
54.965730 19.896961 0.400000
56.457639 21.110463 0.400000
57.912963 22.426302 0.400000
59.127270 23.899087 0.400000
60.428548 25.487815 0.400000
61.510297 27.236249 0.400000
62.438582 28.881448 0.400000
63.225519 30.698246 0.400000
63.790150 32.544601 0.400000
64.426480 34.411094 0.400000
64.739398 36.414139 0.400000
64.972111 38.345798 0.400000


65.008644 40.421719 0.400000
64.944887 42.337461 0.400000
64.633323 44.390752 0.400000
64.228515 46.277276 0.400000
63.635786 48.066646 0.400000
62.958862 49.997378 0.400000
62.194133 51.788353 0.400000
61.116951 53.349419 0.400000
60.065443 55.022168 0.400000
58.786027 56.554939 0.400000
57.418212 58.042830 0.400000
55.925321 59.278739 0.400000
54.477811 60.448268 0.400000
52.656635 61.572143 0.400000
50.997179 62.428446 0.400000
49.211731 63.245307 0.400000
47.254488 63.815344 0.400000
45.401106 64.278778 0.400000
43.454211 64.754897 0.400000
41.635071 64.896579 0.400000
39.656659 65.030004 0.400000
37.654154 64.872764 0.400000
35.694377 64.568487 0.400000
33.741676 64.217430 0.400000
31.787533 63.765049 0.400000
30.076602 62.955691 0.400000
28.339128 62.031838 0.400000
26.621751 61.151145 0.400000
24.949280 60.010464 0.400000
23.534249 58.750280 0.400000
21.971823 57.301781 0.400000
20.653911 55.892232 0.400000
19.633295 54.399360 0.400000
18.473427 52.848820 0.400000
17.553953 50.997771 0.400000
16.832887 49.217953 0.400000
16.241104 47.274600 0.400000
15.624565 45.482648 0.400000
15.256152 43.450517 0.400000
14.988006 41.561091 0.400000
15.050698 39.624586 0.400000
15.079516 37.562238 0.400000
15.386044 35.794683 0.400000
15.889485 33.753516 0.400000
16.379254 31.879514 0.400000
17.019823 30.121020 0.400000
17.878411 28.337052 0.400000
18.923177 26.653211 0.400000
20.018803 24.963962 0.400000
21.322155 23.556483 0.400000
22.604768 22.131308 0.400000
24.063525 20.811390 0.400000
25.599049 19.565151 0.400000
27.257708 18.508151 0.400000
28.989955 17.629557 0.400000
30.880832 16.724358 0.400000
32.676431 16.083625 0.400000
34.542025 15.587228 0.400000
36.445306 15.227507 0.400000
38.392400 15.053444 0.400000
40.416285 15.011034 0.400000
42.360722 15.124782 0.400000
44.325300 15.346513 0.400000
46.180822 15.895251 0.400000
48.183674 16.441599 0.400000
49.945344 17.053313 0.400000
51.719875 17.845725 0.400000
53.324761 18.816808 0.400000
