7.000000 0.000000 0.000000 0.000227 0.000227
14.000000 0.000000 0.000000 0.009916 0.009916
21.000000 0.000000 0.000000 0.003778 0.003778
28.000000 0.000000 0.000000 0.000000 0.000000
35.000000 0.000000 0.000000 0.000000 0.000000
42.000000 0.000000 0.000000 0.000000 0.000000
49.000000 0.000000 0.000000 0.000000 0.000000
56.000000 0.000000 0.000000 0.000000 0.000000
63.000000 0.000000 0.000000 0.000812 0.000812
70.000000 0.000000 0.000000 0.000000 0.000000
77.000000 0.000000 0.001107 0.000000 0.001107
84.000000 0.000000 0.000000 0.006353 0.006353
91.000000 0.000000 0.000000 0.000179 0.000179
98.000000 0.000000 0.000912 0.026125 0.027037
105.000000 0.000000 0.000261 0.000319 0.000580
112.000000 0.000000 0.000748 0.007765 0.008513
119.000000 0.000000 0.004228 0.029588 0.033816
126.000000 0.000000 0.002809 0.015246 0.018055
133.000000 0.000000 0.002612 0.014555 0.017167
140.000000 0.000000 0.006343 0.001479 0.007822
147.000000 0.000000 0.000000 0.002606 0.002606
154.000000 0.000000 0.002184 0.006665 0.008849
161.000000 0.000000 0.000000 0.000000 0.000000
168.000000 0.000000 0.000000 0.000339 0.000339
175.000000 0.000000 0.000000 0.003517 0.003517
182.000000 0.000000 0.000000 0.000000 0.000000
189.000000 0.000000 0.000000 0.000000 0.000000
196.000000 0.000000 0.000000 0.000000 0.000000
203.000000 0.000000 0.000959 0.008048 0.009007
210.000000 0.000000 0.008100 0.002903 0.011003
217.000000 0.000000 0.000000 0.004134 0.004134
224.000000 0.000000 0.000000 0.008197 0.008197
231.000000 0.000000 0.000000 0.013970 0.013970
238.000000 0.000000 0.002290 0.005291 0.007581
245.000000 0.000000 0.010553 0.004172 0.014725
252.000000 0.000000 0.001712 0.004827 0.006539
259.000000 0.000000 0.003848 0.004826 0.008674
266.000000 0.000000 0.000000 0.002272 0.002272
273.000000 0.000000 0.013333 0.004284 0.017617
280.000000 0.000000 0.002763 0.000077 0.002840
287.000000 0.000000 0.006044 0.003645 0.009689
294.000000 0.000000 0.001392 0.001138 0.002530
301.000000 0.000000 0.000000 0.003968 0.003968
308.000000 0.000000 0.000000 0.000010 0.000010
315.000000 0.000000 0.000000 0.001489 0.001489
322.000000 0.000000 0.000000 0.019528 0.019528
329.000000 0.000000 0.000000 0.001826 0.001826
336.000000 0.000000 0.000000 0.000000 0.000000
343.000000 0.000000 0.000000 0.002141 0.002141
350.000000 0.000000 0.000000 0.006722 0.006722
357.000000 0.000000 0.019950 0.000125 0.020075
364.000000 0.000000 0.000000 0.010551 0.010551
371.000000 0.000000 0.000000 0.008671 0.008671
378.000000 0.000000 0.000000 0.000338 0.000338
385.000000 0.000000 0.000000 0.008289 0.008289
392.000000 0.000000 0.000000 0.004863 0.004863
399.000000 0.000000 0.000000 0.009361 0.009361
406.000000 0.000000 0.000000 0.002548 0.002548
413.000000 0.000000 0.000000 0.025717 0.025717
420.000000 0.000000 0.000000 0.002641 0.002641
427.000000 0.000000 0.000000 0.000000 0.000000
434.000000 0.000000 0.000000 0.002958 0.002958
441.000000 0.000000 0.000000 0.017740 0.017740
448.000000 0.000000 0.000000 0.000854 0.000854
455.000000 0.000000 0.000000 0.002831 0.002831
462.000000 0.000000 0.000000 0.002244 0.002244
469.000000 0.000000 0.000000 0.000000 0.000000
476.000000 0.000000 0.000000 0.000427 0.000427
483.000000 0.000000 0.000000 0.000081 0.000081
490.000000 0.000000 0.000000 0.000557 0.000557
497.000000 0.000000 0.000000 0.008697 0.008697
504.000000 0.000000 0.006482 0.000403 0.006884
511.000000 0.000000 0.012081 0.014540 0.026621
518.000000 0.000000 0.002354 0.018298 0.020652
525.000000 0.000000 0.008590 0.016097 0.024687
532.000000 0.000000 0.000009 0.011384 0.011393
539.000000 0.000000 0.003036 0.027168 0.030204
546.000000 0.000000 0.003769 0.008644 0.012413
553.000000 0.000000 0.006051 0.001082 0.007134
560.000000 0.000000 0.000000 0.012619 0.012619
567.000000 0.000000 0.011629 0.005131 0.016760
574.000000 0.000000 0.002345 0.030190 0.032535
581.000000 0.000000 0.000000 0.000000 0.000000
588.000000 0.000000 0.000454 0.005005 0.005459
595.000000 0.000000 0.000000 0.001851 0.001851
602.000000 0.000000 0.006156 0.003860 0.010015
609.000000 0.000000 0.007030 0.002490 0.009520
616.000000 0.000000 0.007678 0.000360 0.008039
623.000000 0.000000 0.025687 0.009644 0.035331
630.000000 0.000000 0.001434 0.003217 0.004651
637.000000 0.000000 0.006825 0.014712 0.021537
644.000000 0.000000 0.019839 0.010054 0.029894
651.000000 0.000000 0.000000 0.010375 0.010375
658.000000 0.000000 0.004674 0.008992 0.013666
665.000000 0.000000 0.001053 0.024516 0.025568
672.000000 0.000000 0.009865 0.023730 0.033596
679.000000 0.000000 0.019919 0.010083 0.030002
686.000000 0.000000 0.010251 0.008541 0.018792
693.000000 0.000000 0.018080 0.000045 0.018125
700.000000 0.000000 0.004417 0.007939 0.012356
707.000000 0.000000 0.008622 0.004133 0.012754
714.000000 0.000000 0.004130 0.002682 0.006812
721.000000 0.000000 0.003926 0.000620 0.004546
728.000000 0.000000 0.000000 0.005204 0.005204
735.000000 0.000000 0.000000 0.013831 0.013831
742.000000 0.000000 0.000000 0.004051 0.004051
749.000000 0.000000 0.000000 0.000158 0.000158
756.000000 0.000000 0.000000 0.010591 0.010591
763.000000 0.000000 0.000000 0.001699 0.001699
770.000000 0.000000 0.000000 0.009913 0.009913
777.000000 0.000000 0.000000 0.002195 0.002195
784.000000 0.000000 0.000000 0.002164 0.002164
791.000000 0.000000 0.002291 0.011047 0.013339
798.000000 0.000000 0.000000 0.001098 0.001098
805.000000 0.000000 0.000000 0.008769 0.008769
812.000000 0.000000 0.000000 0.020884 0.020884
819.000000 0.000000 0.000000 0.005598 0.005598
826.000000 0.000000 0.001969 0.002825 0.004794
833.000000 0.000000 0.001086 0.008310 0.009396
840.000000 0.000000 0.002946 0.014547 0.017493
847.000000 0.000000 0.003361 0.027122 0.030484
854.000000 0.000000 0.006699 0.026990 0.033688
861.000000 0.000000 0.002744 0.008567 0.011311
868.000000 0.000000 0.031986 0.012376 0.044361
875.000000 0.000000 0.000000 0.008607 0.008607
882.000000 0.000000 0.001209 0.000155 0.001364
889.000000 0.000000 0.000000 0.000000 0.000000
896.000000 0.000000 0.000000 0.000084 0.000084
903.000000 0.000000 0.000000 0.005193 0.005193
910.000000 0.000000 0.000000 0.000007 0.000007
917.000000 0.000000 0.000000 0.005386 0.005386
924.000000 0.000000 0.000000 0.000640 0.000640
931.000000 0.000000 0.000000 0.010683 0.010683
938.000000 0.000000 0.000000 0.016763 0.016763
945.000000 0.000000 0.000000 0.000581 0.000581
952.000000 0.000000 0.000000 0.004257 0.004257
959.000000 0.000000 0.011637 0.009672 0.021310
966.000000 0.000000 0.000000 0.007790 0.007790
973.000000 0.000000 0.000000 0.024170 0.024170
980.000000 0.000000 0.008699 0.006072 0.014771
987.000000 0.000000 0.000000 0.005844 0.005844
994.000000 0.000000 0.000000 0.004933 0.004933
1001.000000 0.000000 0.000000 0.004539 0.004539
